solute,solvent,Gsolv
C1COCCO1,CCCCCC,2.98
CC(=O)C,CCCCCC,1.963
CCC(=O)C,CCCCCC,2.49
CCCCC(=O)C,CCCCCC,3.43
CCCCCC(=O)C,CCCCCC,3.929
CC(=O)OC,CCCCCC,2.146
CCCOC(=O)C,CCCCCC,2.955
CCCCOC(=O)C,CCCCCC,3.624
CCC(=O)OC,CCCCCC,2.672
CCCCC(=O)OC,CCCCCC,3.613
CCCCCC(=O)OC,CCCCCC,4.139
CC#N,CCCCCC,1.77
CCC#N,CCCCCC,2.225
CCCC#N,CCCCCC,2.748
CNC,CCCCCC,1.821
CCNCC,CCCCCC,2.62
CCN(CC)CC,CCCCCC,3.29
C[N+](=O)[O-],CCCCCC,2.02
O,CCCCCC,0.54
CO,CCCCCC,1.148
CCO,CCCCCC,1.672
CCCO,CCCCCC,2.211
CCCCO,CCCCCC,2.742
CCCCCO,CCCCCC,3.387
CCCCCCO,CCCCCC,3.678
CCCCCCCO,CCCCCC,4.099
FS(F)(F)(F)(F)F,CCCCCC,0.295
c1ccccc1,CCCCCC,2.94
Cc1ccccc1,CCCCCC,3.48
CCc1ccccc1,CCCCCC,3.922
CCCc1ccccc1,CCCCCC,4.071
c1ccc(cc1)Cl,CCCCCC,3.82
[N]=O,CCCCCC,-0.329
CCCCCCCCCC,CCCCCC,5.022
CCBr,CCCCCC,2.302
CN(C)C,CCCCCC,1.926
CC(C)O,CCCCCC,2.02
c1ccncc1,CCCCCC,3.07
CCOC(=O)C,CCCCCC,2.64
C1CC1,CCCCCC,1.45
CCC=C,CCCCCC,1.826
CC(=C)C,CCCCCC,1.78
CCCCCl,CCCCCC,2.95
CC(C)(C)Cl,CCCCCC,2.51
CC(C)(C)Br,CCCCCC,2.75
C(C(F)(Cl)Cl)(F)(Cl)Cl,CCCCCC,3.25
CCCCCCCCCCO,CCCCCC,5.64
CCC(C)(C)C,CCCCCC,2.67
C(CCl)Cl,CCCCCC,2.75
CCCCl,CCCCCC,2.47
CN,CCCCCC,1.202
CC(C)CO,CCCCCC,2.621
CCC(C)O,CCCCCC,2.607
CC(C)CCO,CCCCCC,2.97
CC(C)CCC(C)C,CCCCCC,3.64
CC(CCl)Cl,CCCCCC,3.055
CCCCCOC(=O)C,CCCCCC,4.084
CCCCC#N,CCCCCC,3.26
CC[N+](=O)[O-],CCCCCC,2.51
CCC[N+](=O)[O-],CCCCCC,2.97
c1cc(cc(c1)Cl)Cl,CCCCCC,4.53
c1ccc(cc1)F,CCCCCC,3.042
c1ccc(cc1)Br,CCCCCC,4.148
c1ccc(cc1)N,CCCCCC,3.98
c1ccc(cc1)[N+](=O)[O-],CCCCCC,4.464
II,CCCCCC,3.424
CCCCCCCCCCC,CCCCCC,5.54
CCCCCCCCCCCC,CCCCCC,6.038
C(CCl)CCl,CCCCCC,3.25
C(CCCl)CCl,CCCCCC,3.63
CCCCCCl,CCCCCC,3.506
CC(=O)C(C)(C)C,CCCCCC,3.181
C1CCC(=O)CC1,CCCCCC,3.65
CCN,CCCCCC,1.68
CCCN,CCCCCC,2.26
CC(C)N,CCCCCC,2.04
CCCC[N+](=O)[O-],CCCCCC,3.401
CCCCCCCCCCCCO,CCCCCC,6.79
CCOCCO,CCCCCC,2.94
CSC,CCCCCC,2.175
c1ccc(c(c1)Cl)Cl,CCCCCC,4.5
c1ccc(cc1)C=O,CCCCCC,4.053
CC(=O)c1ccccc1,CCCCCC,4.434
Cc1ccccc1N,CCCCCC,4.49
Cc1ccc(cc1)N,CCCCCC,4.44
O=O,CCCCC(=O)C,-0.633
CCCCC(=O)C,CCCCC(=O)C,4.108
O=O,CCCCCCCO,-0.745
N#N,CCCCCCCO,-0.981
C,CCCCCCCO,-0.353
CC,CCCCCCCO,0.44
CCC,CCCCCCCO,0.87
CCCC,CCCCCCCO,1.43
CC(C)C,CCCCCCCO,1.22
CCCCC,CCCCCCCO,1.95
CCCCCC,CCCCCCCO,2.44
C1CCCC1,CCCCCCCO,2.27
C1CCCCC1,CCCCCCCO,2.73
C=C,CCCCCCCO,0.312
C(F)(F)(F)F,CCCCCCCO,-0.914
CCCC#N,CCCCCCCO,3.17
FS(F)(F)(F)(F)F,CCCCCCCO,-0.27
c1ccccc1,CCCCCCCO,2.81
CC1CCCC1,CCCCCCCO,2.57
CC1CCCCC1,CCCCCCCO,3.05
[HH],CCCCCO,-1.22
O=O,CCCCCO,-0.7
N#N,CCCCCO,-0.94
[N-]=[N+]=O,CCCCCO,0.37
[C-]#[O+],CCCCCO,-0.82
C,CCCCCO,-0.33
CC,CCCCCO,0.44
CCC,CCCCCO,0.97
CCCC,CCCCCO,1.49
CC(C)C,CCCCCO,1.31
CCCCC,CCCCCO,1.94
CCCCCC,CCCCCO,2.44
CCCC(C)C,CCCCCO,2.42
CCCCCCCC,CCCCCO,3.39
C1CCCCC1,CCCCCO,2.72
C=C,CCCCCO,0.35
CC=C,CCCCCO,0.97
C/C=C/C,CCCCCO,1.58
C/C=C\C,CCCCCO,1.64
C=CC=C,CCCCCO,1.55
C(F)(F)(F)F,CCCCCO,-0.85
CCCl,CCCCCO,1.81
C(Cl)Cl,CCCCCO,2.34
CC(F)F,CCCCCO,0.94
COC,CCCCCO,1.45
CCOCC,CCCCCO,2.29
CCCC=O,CCCCCO,2.71
CC(=O)C,CCCCCO,2.49
CCC(=O)C,CCCCCO,2.85
CCCOC(=O)C,CCCCCO,3.16
CCCC#N,CCCCCO,3.28
CCN(CC)CC,CCCCCO,3.64
CO,CCCCCO,3.07
CCO,CCCCCO,3.41
CCCO,CCCCCO,3.98
CCCCO,CCCCCO,4.45
CCCCCO,CCCCCO,4.95
FS(F)(F)(F)(F)F,CCCCCO,-0.21
c1ccccc1,CCCCCO,2.83
Cc1ccccc1,CCCCCO,3.29
CCc1ccccc1,CCCCCO,3.676
c1ccc(cc1)Cl,CCCCCO,3.82
CC(C)O,CCCCCO,3.66
C(=S)=S,CCCCCO,2.43
CCOC(=O)C,CCCCCO,2.84
CC(C)CC(C)(C)C,CCCCCO,2.85
CCC=C,CCCCCO,1.47
CC(=C)C,CCCCCO,1.47
CCC(C)CC,CCCCCO,2.44
CCC(C)(C)C,CCCCCO,2.15
CC(C)C(C)C,CCCCCO,2.31
CCCCC=C,CCCCCO,2.42
C=CC=O,CCCCCO,2.36
CC1CCCC1,CCCCCO,2.57
CCCCCC=C,CCCCCO,2.88
Cc1ccccc1C,CCCCCO,3.8
[HH],CO,-1.02
O=O,CO,-0.6
N#N,CO,-0.81
[N-]=[N+]=O,CO,0.51
[C-]#[O+],CO,-0.65
C(=O)=O,CO,0.62
O=S=O,CO,2.08
C,CO,-0.27
CC,CO,0.38
CCC,CO,0.84
CCCC,CO,1.27
CC(C)C,CO,1.07
CCCCC,CO,1.66
CC(C)(C)C,CO,1.4
CCCCCC,CO,2.05
CCCC(C)C,CO,1.955
CCCCCCC,CO,2.5
CC(C)CC(C)C,CO,2.188
CCCCCCCC,CO,2.82
CC(C)C(C)C(C)C,CO,2.658
CCCCCCCCC,CO,3.23
CCC(CC)(CC)CC,CO,3.15
C1CCCC1,CO,1.92
C1CCCCC1,CO,2.43
CCC1CCCCC1,CO,2.961
C=C,CO,0.41
CC=C,CO,0.95
C/C=C/C,CO,1.45
C/C=C\C,CO,1.51
C=CC=C,CO,1.57
C#C,CO,1.04
C(F)(F)(F)F,CO,-0.73
CCCl,CO,1.93
C(Cl)Cl,CO,2.55
C(Cl)(Cl)Cl,CO,3.1
C(Cl)(Cl)(Cl)Cl,CO,2.66
C=C(Cl)Cl,CO,2.16
CI,CO,2.35
CCI,CO,2.62
CC(F)F,CO,1.4
COC,CO,1.69
CCOCC,CO,2.39
CCCOCCC,CO,2.89
CC(C)OC(C)C,CO,2.8
CCCCOCCCC,CO,3.64
CCOC(C)(C)C,CO,2.98
CCC(C)(C)OC,CO,3.12
CC(C)(C)OC,CO,2.77
C1CCOC1,CO,3.25
C1COCCO1,CO,3.62
CCC=O,CO,2.79
CCCC=O,CO,3.18
CCCCC=O,CO,3.57
CC(=O)C,CO,2.89
CCC(=O)C,CO,3.34
CCCC(=O)C,CO,3.58
CCCCC(=O)C,CO,3.82
CCCCCC(=O)C,CO,4.38
CCCC(=O)CCC,CO,4.23
CC(=O)OC,CO,2.92
CCCOC(=O)C,CO,3.53
CCCCOC(=O)C,CO,3.93
CCC(=O)OC,CO,3.17
CCCC(=O)OC,CO,3.55
CCCCC(=O)OC,CO,3.91
CCCCCC(=O)OC,CO,4.28
CC#N,CO,2.96
CCC#N,CO,3.61
CCCC#N,CO,3.82
N,CO,2.26
CNC,CO,2.57
CCNCC,CO,3.73
CCN(CC)CC,CO,3.84
C[N+](=O)[O-],CO,3.42
O,CO,4.07
CO,CO,3.6
CCO,CO,3.89
CCCO,CO,4.36
CCCCO,CO,4.56
CCCCCO,CO,4.93
CCCCCCO,CO,5.29
CCCCCCCO,CO,5.57
CCCCCCCCO,CO,5.89
CCCCCCCCCO,CO,6.25
C(C(F)(F)F)O,CO,4.19
C(C(F)(F)F)(C(F)(F)F)O,CO,4.79
CCS,CO,2.2
FS(F)(F)(F)(F)F,CO,-0.21
c1ccccc1,CO,2.77
Cc1ccccc1,CO,3.19
CCc1ccccc1,CO,3.58
CCCc1ccccc1,CO,3.91
CC(C)c1ccccc1,CO,3.8
CCCCc1ccccc1,CO,4.28
CC(C)(C)c1ccccc1,CO,4.05
CCCCCCc1ccccc1,CO,5.23
c1ccc(cc1)Cl,CO,3.67
[N]=O,CO,-0.457
[HH],CCOCC,-0.84
O=O,CCOCC,-0.35
N#N,CCOCC,-0.55
[C-]#[O+],CCOCC,-0.4
C,CCOCC,0.02
CC,CCOCC,0.85
CC(C)C,CCOCC,1.71
CCCCCCCC,CCOCC,3.92
C1CCCCC1,CCOCC,3.07
C(Cl)Cl,CCOCC,2.84
C(Cl)(Cl)(Cl)Cl,CCOCC,3.22
CCI,CCOCC,2.76
CCOCC,CCOCC,2.64
CCOC(C)(C)C,CCOCC,3.25
C1COCCO1,CCOCC,3.38
CC(=O)C,CCOCC,2.57
CCC(=O)C,CCOCC,3.03
CC#N,CCOCC,2.66
CCN(CC)CC,CCOCC,3.26
C[N+](=O)[O-],CCOCC,3.09
CO,CCOCC,2.48
Cc1ccccc1,CCOCC,3.72
CN(C)C,CCOCC,1.73
CCCCCl,CCOCC,3.21
CC(C)(C)Cl,CCOCC,2.48
CC(C)(C)Br,CCOCC,2.82
C(CCl)Cl,CCOCC,3.26
c1(c(c(c(c(c1F)F)F)F)F)F,CCOCC,3.13
CC(Cl)(Cl)Cl,CCOCC,3.03
C(=O)=O,CCCCOP(=O)(OCCCC)OCCCC,0.5
C,CCCCOP(=O)(OCCCC)OCCCC,-0.32
CC,CCCCOP(=O)(OCCCC)OCCCC,0.4
CCC,CCCCOP(=O)(OCCCC)OCCCC,0.96
CCCC,CCCCOP(=O)(OCCCC)OCCCC,1.42
CCCCC,CCCCOP(=O)(OCCCC)OCCCC,1.89
CCCCCC,CCCCOP(=O)(OCCCC)OCCCC,2.37
CCCCCCC,CCCCOP(=O)(OCCCC)OCCCC,2.85
CCCCCCCC,CCCCOP(=O)(OCCCC)OCCCC,3.29
C1CCCCC1,CCCCOP(=O)(OCCCC)OCCCC,2.66
CCC1CCCCC1,CCCCOP(=O)(OCCCC)OCCCC,3.45
C=C,CCCCOP(=O)(OCCCC)OCCCC,0.38
C=CC=C,CCCCOP(=O)(OCCCC)OCCCC,1.68
C(Cl)(Cl)Cl,CCCCOP(=O)(OCCCC)OCCCC,3.61
C(Cl)(Cl)(Cl)Cl,CCCCOP(=O)(OCCCC)OCCCC,2.98
C1COCCO1,CCCCOP(=O)(OCCCC)OCCCC,3.246
CC(=O)C,CCCCOP(=O)(OCCCC)OCCCC,2.51
CCC(=O)C,CCCCOP(=O)(OCCCC)OCCCC,2.98
CCCC(=O)C,CCCCOP(=O)(OCCCC)OCCCC,3.37
CC(=O)OC,CCCCOP(=O)(OCCCC)OCCCC,2.52
CCCOC(=O)C,CCCCOP(=O)(OCCCC)OCCCC,3.32
CCCCOC(=O)C,CCCCOP(=O)(OCCCC)OCCCC,3.78
CC#N,CCCCOP(=O)(OCCCC)OCCCC,2.92
CCC#N,CCCCOP(=O)(OCCCC)OCCCC,3.22
CCCC#N,CCCCOP(=O)(OCCCC)OCCCC,3.62
N,CCCCOP(=O)(OCCCC)OCCCC,0.85
O,CCCCOP(=O)(OCCCC)OCCCC,3.09
CO,CCCCOP(=O)(OCCCC)OCCCC,3.07
CCO,CCCCOP(=O)(OCCCC)OCCCC,3.35
CCCO,CCCCOP(=O)(OCCCC)OCCCC,3.9
c1ccccc1,CCCCOP(=O)(OCCCC)OCCCC,3.04
Cc1ccccc1,CCCCOP(=O)(OCCCC)OCCCC,3.53
CCc1ccccc1,CCCCOP(=O)(OCCCC)OCCCC,3.96
CCCc1ccccc1,CCCCOP(=O)(OCCCC)OCCCC,4.39
CC(C)c1ccccc1,CCCCOP(=O)(OCCCC)OCCCC,4.25
[N]=O,CCCCOP(=O)(OCCCC)OCCCC,-0.584
CC(C)O,CCCCOP(=O)(OCCCC)OCCCC,3.47
C(=S)=S,CCCCOP(=O)(OCCCC)OCCCC,2.27
Cc1ccc(cc1)C,CCCCOP(=O)(OCCCC)OCCCC,3.97
CCOC(=O)C,CCCCOP(=O)(OCCCC)OCCCC,2.89
CC(C)CC(C)(C)C,CCCCOP(=O)(OCCCC)OCCCC,2.83
CCCCCl,CCCCOP(=O)(OCCCC)OCCCC,2.97
CCCC=C,CCCCOP(=O)(OCCCC)OCCCC,1.92
CCCCC=C,CCCCOP(=O)(OCCCC)OCCCC,2.42
C(CCl)Cl,CCCCOP(=O)(OCCCC)OCCCC,3.31
CCCCl,CCCCOP(=O)(OCCCC)OCCCC,2.51
CCCCCC=C,CCCCOP(=O)(OCCCC)OCCCC,2.83
Cc1ccccc1C,CCCCOP(=O)(OCCCC)OCCCC,4.09
CC1CCCCC1,CCCCOP(=O)(OCCCC)OCCCC,2.95
CCCCCCC=C,CCCCOP(=O)(OCCCC)OCCCC,3.29
C(=C(Cl)Cl)Cl,CCCCOP(=O)(OCCCC)OCCCC,3.31
Cc1cccc(c1)C,CCCCOP(=O)(OCCCC)OCCCC,3.98
S,CCCCOP(=O)(OCCCC)OCCCC,1.27
CCCCCCl,CCCCOP(=O)(OCCCC)OCCCC,3.44
CCCCOP(=O)(OCCCC)OCCCC,CCCCOP(=O)(OCCCC)OCCCC,7.78
C(=O)=S,CCCCOP(=O)(OCCCC)OCCCC,1.1
CCCC1CCCCC1,CCCCOP(=O)(OCCCC)OCCCC,3.52
C[C@H]1CC[C@H](CC1)C,CCCCOP(=O)(OCCCC)OCCCC,3.34
C[C@H]1CC[C@@H](CC1)C,CCCCOP(=O)(OCCCC)OCCCC,3.25
C[C@@H]1CCCC[C@@H]1C,CCCCOP(=O)(OCCCC)OCCCC,3.42
C[C@H]1CCCC[C@@H]1C,CCCCOP(=O)(OCCCC)OCCCC,3.29
C[C@@H]1CCC[C@@H](C1)C,CCCCOP(=O)(OCCCC)OCCCC,3.18
C[C@@H]1CCC[C@H](C1)C,CCCCOP(=O)(OCCCC)OCCCC,3.29
CCCC(=O)CC,CCCC(=O)CC,4.035
CCCCCCCC,CCBr,3.902
C1COCCO1,CCBr,3.705
CCC(=O)C,CCBr,3.422
C[N+](=O)[O-],CCBr,3.252
Cc1ccccc1,CCBr,3.909
CCCCCCCC,C1=CC=CC=C1OCC2=CC=CC=C2,3.159
C1COCCO1,C1=CC=CC=C1OCC2=CC=CC=C2,3.494
CCC(=O)C,C1=CC=CC=C1OCC2=CC=CC=C2,2.993
C[N+](=O)[O-],C1=CC=CC=C1OCC2=CC=CC=C2,3.189
CCO,C1=CC=CC=C1OCC2=CC=CC=C2,2.401
Cc1ccccc1,C1=CC=CC=C1OCC2=CC=CC=C2,3.535
CCC,C=CCO,0.82
CCCC,C=CCO,1.31
CC(C)C,C=CCO,1.13
CC=C,C=CCO,0.92
C/C=C/C,C=CCO,1.48
C/C=C\C,C=CCO,1.56
C=CC=C,C=CCO,1.55
CCCl,C=CCO,1.91
CC(F)F,C=CCO,1.17
COC,C=CCO,1.76
CCC=C,C=CCO,1.38
CC(=C)C,C=CCO,1.39
[HH],C1CCC(=O)CC1,-1.286
O=O,C1CCC(=O)CC1,-0.828
N#N,C1CCC(=O)CC1,-1.054
C(=O)=O,C1CCC(=O)CC1,0.576
CC,C1CCC(=O)CC1,0.387
CCCCC,C1CCC(=O)CC1,1.977
CCCCCC,C1CCC(=O)CC1,2.439
CCCC(C)C,C1CCC(=O)CC1,2.303
CCCCCCC,C1CCC(=O)CC1,2.947
CC(C)CC(C)C,C1CCC(=O)CC1,2.596
CCCCCCCC,C1CCC(=O)CC1,3.419
CC(C)C(C)C(C)C,C1CCC(=O)CC1,3.152
CCCCCCCCC,C1CCC(=O)CC1,3.846
C1CCCCC1,C1CCC(=O)CC1,2.812
CCC1CCCCC1,C1CCC(=O)CC1,3.548
C=C,C1CCC(=O)CC1,0.401
C(F)(F)(F)F,C1CCC(=O)CC1,-1.031
C(Cl)Cl,C1CCC(=O)CC1,3.024
C(Cl)(Cl)Cl,C1CCC(=O)CC1,3.468
C(Cl)(Cl)(Cl)Cl,C1CCC(=O)CC1,3.167
CI,C1CCC(=O)CC1,2.624
CCI,C1CCC(=O)CC1,3.066
C1COCCO1,C1CCC(=O)CC1,3.666
CC(=O)C,C1CCC(=O)CC1,2.789
CCC(=O)C,C1CCC(=O)CC1,3.294
CC#N,C1CCC(=O)CC1,3.151
CCN(CC)CC,C1CCC(=O)CC1,3.014
C[N+](=O)[O-],C1CCC(=O)CC1,3.711
CCO,C1CCC(=O)CC1,3.162
FS(F)(F)(F)(F)F,C1CCC(=O)CC1,-0.379
c1ccccc1,C1CCC(=O)CC1,3.297
Cc1ccccc1,C1CCC(=O)CC1,3.794
CCBr,C1CCC(=O)CC1,2.601
C(=S)=S,C1CCC(=O)CC1,2.424
CCOC(=O)C,C1CCC(=O)CC1,3.177
CC(C)(C)Cl,C1CCC(=O)CC1,2.666
[2H][2H],C1CCC(=O)CC1,-1.266
CCCC=C,C1CCC(=O)CC1,2.028
CC(C)C=C,C1CCC(=O)CC1,1.912
CC(=C)C=C,C1CCC(=O)CC1,2.342
CCCCl,C1CCC(=O)CC1,2.689
CC(C)CCC(C)C,C1CCC(=O)CC1,3.063
CCC(C)C,C1CCC(=O)CC1,1.892
CC=C(C)C,C1CCC(=O)CC1,2.264
C1CCC(=O)CC1,C1CCC(=O)CC1,4.651
CCCCC,CCCCN(C=O)CCCC,1.9
CCCCCC,CCCCN(C=O)CCCC,2.38
CCCCCCC,CCCCN(C=O)CCCC,2.86
C1CCCCC1,CCCCN(C=O)CCCC,2.69
C(Cl)Cl,CCCCN(C=O)CCCC,2.87
C(Cl)(Cl)Cl,CCCCN(C=O)CCCC,3.54
C(Cl)(Cl)(Cl)Cl,CCCCN(C=O)CCCC,3.01
CCOCC,CCCCN(C=O)CCCC,2.11
CC(C)OC(C)C,CCCCN(C=O)CCCC,2.55
CCOC(C)(C)C,CCCCN(C=O)CCCC,2.64
CCC(C)(C)OC,CCCCN(C=O)CCCC,3.01
CC(C)(C)OC,CCCCN(C=O)CCCC,2.45
C1CCOC1,CCCCN(C=O)CCCC,2.85
C1COCCO1,CCCCN(C=O)CCCC,3.36
CC(=O)C,CCCCN(C=O)CCCC,2.6
CCC(=O)C,CCCCN(C=O)CCCC,3.08
CC(=O)OC,CCCCN(C=O)CCCC,2.55
CCCOC(=O)C,CCCCN(C=O)CCCC,3.34
CCCCOC(=O)C,CCCCN(C=O)CCCC,3.84
CC#N,CCCCN(C=O)CCCC,2.99
CO,CCCCN(C=O)CCCC,3.01
CCO,CCCCN(C=O)CCCC,3.32
CCCCO,CCCCN(C=O)CCCC,4.33
c1ccccc1,CCCCN(C=O)CCCC,3.12
Cc1ccccc1,CCCCN(C=O)CCCC,3.6
CCc1ccccc1,CCCCN(C=O)CCCC,3.99
CC(C)O,CCCCN(C=O)CCCC,3.45
c1ccncc1,CCCCN(C=O)CCCC,3.9
CCOC(=O)C,CCCCN(C=O)CCCC,2.9
C(CCl)Cl,CCCCN(C=O)CCCC,3.39
CC(C)CO,CCCCN(C=O)CCCC,4.22
CC1CCCCC1,CCCCN(C=O)CCCC,2.97
C1CCC=CC1,CCCCN(C=O)CCCC,2.85
C(=C(Cl)Cl)Cl,CCCCN(C=O)CCCC,3.39
COC=O,CCCCN(C=O)CCCC,2.18
CC(C)CC(=O)C,CCCCN(C=O)CCCC,3.69
CC=O,CCCCN(C=O)CCCC,2.04
CC(C)C=O,CCCCN(C=O)CCCC,2.77
C=CCO,CCCCN(C=O)CCCC,3.97
c1ccoc1,CCCCN(C=O)CCCC,2.4
CC(C)OC(C)(C)C,CCCCN(C=O)CCCC,2.84
CCCCCCCC,CC[N+](=O)[O-],2.948
C1COCCO1,CC[N+](=O)[O-],3.898
CCC(=O)C,CC[N+](=O)[O-],3.514
CCO,CC[N+](=O)[O-],2.819
Cc1ccccc1,CC[N+](=O)[O-],3.64
CCCCC(C)O,CCCCC(C)O,4.843
[N-]=[N+]=O,C1CCOS1,0.346
C(=O)=O,C1CCOS1,0.474
O=S=O,C1CCOS1,2.41
CCCC,C1CCOS1,0.59
CCCCC,C1CCOS1,1.02
CCCCCC,C1CCOS1,1.414
CCCCCCC,C1CCOS1,1.817
CCCCCCCC,C1CCOS1,2.0
CCCCCCCCC,C1CCOS1,2.34
C1CCCCC1,C1CCOS1,1.805
C/C=C/C,C1CCOS1,0.993
C/C=C\C,C1CCOS1,1.085
C=CC=C,C1CCOS1,1.324
CCCl,C1CCOS1,1.789
C(Cl)Cl,C1CCOS1,2.703
C(Cl)(Cl)Cl,C1CCOS1,3.035
C(Cl)(Cl)(Cl)Cl,C1CCOS1,2.569
CCOCC,C1CCOS1,1.74
CC(C)OC(C)C,C1CCOS1,1.946
CCOC(C)(C)C,C1CCOS1,2.077
CCC(C)(C)OC,C1CCOS1,2.422
CC(C)(C)OC,C1CCOS1,2.025
C1CCOC1,C1CCOS1,2.71
C1COCCO1,C1CCOS1,3.444
CC(=O)C,C1CCOS1,2.712
CCC(=O)C,C1CCOS1,3.031
CC(=O)OC,C1CCOS1,2.668
CCCOC(=O)C,C1CCOS1,3.173
CCCCOC(=O)C,C1CCOS1,3.533
CC#N,C1CCOS1,3.307
C[N+](=O)[O-],C1CCOS1,3.87
CO,C1CCOS1,2.803
CCO,C1CCOS1,2.975
CCCCO,C1CCOS1,3.707
c1ccccc1,C1CCOS1,2.936
Cc1ccccc1,C1CCOS1,3.273
CCc1ccccc1,C1CCOS1,3.57
c1ccc(cc1)Cl,C1CCOS1,3.768
CCCCCCCCCC,C1CCOS1,2.713
CC(C)O,C1CCOS1,2.964
Cc1ccc(cc1)C,C1CCOS1,3.523
c1ccncc1,C1CCOS1,3.83
CCOC(=O)C,C1CCOS1,2.871
CC(C)CC(C)(C)C,C1CCOS1,1.706
C1CCCCCC1,C1CCOS1,2.302
CCC=C,C1CCOS1,0.903
CC(=C)C,C1CCOS1,0.93
CCCCC=C,C1CCOS1,1.527
C(CCl)Cl,C1CCOS1,3.346
CC(C)CO,C1CCOS1,3.576
CC1CCCC1,C1CCOS1,1.618
CCCCCC=C,C1CCOS1,1.899
Cc1ccccc1C,C1CCOS1,3.738
CC1CCCCC1,C1CCOS1,1.977
CCCCCCC=C,C1CCOS1,2.251
C1CCC=CC1,C1CCOS1,2.201
C(=C(Cl)Cl)Cl,C1CCOS1,2.901
COC=O,C1CCOS1,2.366
Cc1cccc(c1)C,C1CCOS1,3.564
S,C1CCOS1,1.173
C1CCCCCCC1,C1CCOS1,2.796
CC(C)CC(=O)C,C1CCOS1,3.421
CCCCC#C,C1CCOS1,2.402
CCCCCC#C,C1CCOS1,2.867
CCCCCCC#C,C1CCOS1,3.089
CC=O,C1CCOS1,2.143
CC(C)C=O,C1CCOS1,2.67
C=CCO,C1CCOS1,3.698
C1CCCCC1,CCCCOCC,2.984
C(Cl)(Cl)(Cl)Cl,CCCCOCC,3.144
CCCCOCC,CCCCOCC,3.381
CCCCCCCC,CCOc1ccccc1,3.511
C1COCCO1,CCOc1ccccc1,3.555
CCC(=O)C,CCOc1ccccc1,2.134
C[N+](=O)[O-],CCOc1ccccc1,3.176
CCO,CCOc1ccccc1,3.391
Cc1ccccc1,CCOc1ccccc1,3.703
CCCCC,CCN1CCCC1=O,1.644
CCCCCC,CCN1CCCC1=O,2.102
CCCCCCC,CCN1CCCC1=O,2.553
CCCCCCCC,CCN1CCCC1=O,2.989
C1CCCCC1,CCN1CCCC1=O,2.48
C(Cl)Cl,CCN1CCCC1=O,3.136
CCOCC,CCN1CCCC1=O,2.024
CC(C)OC(C)C,CCN1CCCC1=O,2.363
CCOC(C)(C)C,CCN1CCCC1=O,2.509
CCC(C)(C)OC,CCN1CCCC1=O,2.816
CC(C)(C)OC,CCN1CCCC1=O,2.345
C1CCOC1,CCN1CCCC1=O,2.89
CC(=O)C,CCN1CCCC1=O,2.759
CCC(=O)C,CCN1CCCC1=O,3.169
CCCC(=O)C,CCN1CCCC1=O,3.557
c1ccccc1,CCN1CCCC1=O,3.295
Cc1ccccc1,CCN1CCCC1=O,3.704
CCCC=C,CCN1CCCC1=O,1.794
CCCCC=C,CCN1CCCC1=O,2.262
CCCCCC=C,CCN1CCCC1=O,2.727
CCCCCCC=C,CCN1CCCC1=O,3.181
C1CCC=CC1,CCN1CCCC1=O,2.772
C,CCCCCCCCCCCCCCCC,-0.323
CC,CCCCCCCCCCCCCCCC,0.492
CCC,CCCCCCCCCCCCCCCC,1.05
CCCC,CCCCCCCCCCCCCCCC,1.615
CC(C)C,CCCCCCCCCCCCCCCC,1.409
CCCCC,CCCCCCCCCCCCCCCC,2.162
CC(C)(C)C,CCCCCCCCCCCCCCCC,1.82
CCCCCC,CCCCCCCCCCCCCCCC,2.668
CCCCCCC,CCCCCCCCCCCCCCCC,3.173
CCCCCCCC,CCCCCCCCCCCCCCCC,3.677
CCC(CC)(CC)CC,CCCCCCCCCCCCCCCC,3.82
C1CCCC1,CCCCCCCCCCCCCCCC,2.447
C1CCCCC1,CCCCCCCCCCCCCCCC,2.913
C=C,CCCCCCCCCCCCCCCC,0.289
CC=C,CCCCCCCCCCCCCCCC,0.946
C#C,CCCCCCCCCCCCCCCC,0.15
CCCl,CCCCCCCCCCCCCCCC,1.678
C(Cl)Cl,CCCCCCCCCCCCCCCC,2.019
C(Cl)(Cl)Cl,CCCCCCCCCCCCCCCC,2.48
C(Cl)(Cl)(Cl)Cl,CCCCCCCCCCCCCCCC,2.823
C=C(Cl)Cl,CCCCCCCCCCCCCCCC,2.11
CCI,CCCCCCCCCCCCCCCC,2.573
COC,CCCCCCCCCCCCCCCC,1.09
CCOCC,CCCCCCCCCCCCCCCC,2.061
CCCOCCC,CCCCCCCCCCCCCCCC,2.989
CC(C)OC(C)C,CCCCCCCCCCCCCCCC,2.559
CCCCOCCCC,CCCCCCCCCCCCCCCC,4.001
CCOC(C)(C)C,CCCCCCCCCCCCCCCC,2.58
CCC(C)(C)OC,CCCCCCCCCCCCCCCC,2.83
CC(C)(C)OC,CCCCCCCCCCCCCCCC,2.29
C1CCOC1,CCCCCCCCCCCCCCCC,2.534
CCC=O,CCCCCCCCCCCCCCCC,1.85
CCCC=O,CCCCCCCCCCCCCCCC,2.27
CCCCC=O,CCCCCCCCCCCCCCCC,2.77
CC(=O)C,CCCCCCCCCCCCCCCC,1.76
CCC(=O)C,CCCCCCCCCCCCCCCC,2.87
CCCC(=O)C,CCCCCCCCCCCCCCCC,2.755
